Flensburg-Schaferhaus Airport,Flensburg,Germany,FLF,54.7733345,9.378889084,131
Westerland Sylt Airport,Westerland,Germany,GWT,54.91320038,8.340470314,51
Kardla Airport,Kardla,Estonia,KDL,58.99079895,22.83069992,18
Kuressaare Airport,Kuressaare,Estonia,URE,58.22990036,22.5095005,14
Parnu Airport,Parnu,Estonia,EPU,58.41899872,24.4727993,47
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,59.41329956,24.83279991,131
Tartu Airport,Tartu,Estonia,TAY,58.30749893,26.69039917,219
Enontekio Airport,Enontekio,Finland,ENF,68.36260223,23.42429924,1005
Halli Airport,Halli,Finland,KEV,61.856039,24.786686,479
Helsinki Malmi Airport,Helsinki,Finland,HEM,60.25460052,25.0428009,57
Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.31719971,24.9633007,179
Hyvinkaa Airfield,Hyvinkaa,Finland,HYV,60.65439987,24.8810997,430
Kitee Airport,Kitee,Finland,KTQ,62.1661,30.073601,364
Ivalo Airport,Ivalo,Finland,IVL,68.6072998,27.40530014,481
Joensuu Airport,Joensuu,Finland,JOE,62.66289902,29.60750008,398
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.3995018,25.67830086,459
Kauhava Airport,Kauhava,Finland,KAU,63.127102,23.051399,151
Kemi-Tornio Airport,Kemi,Finland,KEM,65.77870178,24.58209991,61
Kajaani Airport,Kajaani,Finland,KAJ,64.28549957,27.69239998,483
Kauhajoki Airport,Kauhajoki,Finland,KHJ,62.46250153,22.39310074,407
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.72119904,23.14310074,84
Kuusamo Airport,Kuusamo,Finland,KAO,65.98760223,29.23940086,866
Kittila Airport,Kittila,Finland,KTT,67.7009964,24.84679985,644
Kuopio Airport,Kuopio,Finland,KUO,63.00709915,27.79780006,323
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,61.144199,25.693501,502
Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743,349
Mariehamn Airport,Mariehamn,Finland,MHQ,60.12220001,19.89819908,17
Mikkeli Airport,Mikkeli,Finland,MIK,61.6866,27.201799,329
Oulu Airport,Oulu,Finland,OUL,64.93009949,25.35460091,47
Pori Airport,Pori,Finland,POR,61.46170044,21.79999924,44
Rovaniemi Airport,Rovaniemi,Finland,RVN,66.56479645,25.83040047,642
Savonlinna Airport,Savonlinna,Finland,SVL,61.94309998,28.94510078,311
Sodankyla Airport,Sodankyla,Finland,SOT,67.39499664,26.61910057,602
Tampere-Pirkkala Airport,Tampere,Finland,TMP,61.41410065,23.60440063,390
Turku Airport,Turku,Finland,TKU,60.51409912,22.26280022,161
Utti Air Base,Utti,Finland,UTI,60.89640045,26.93840027,339
Vaasa Airport,Vaasa,Finland,VAA,63.05070114,21.7621994,19
Varkaus Airport,Varkaus,Finland,VRK,62.17110062,27.86860085,286
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,64.0547222,24.7252778,252
Belfast International Airport,Belfast,United Kingdom,BFS,54.65750122,-6.215829849,268
St Angelo Airport,Enniskillen,United Kingdom,ENK,54.39889908,-7.651669979,155
George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921,-5.872499943,15
City of Derry Airport,Londonderry,United Kingdom,LDY,55.0428009,-7.161109924,22
Birmingham International Airport,Birmingham,United Kingdom,BHX,52.45389938,-1.748029947,327
Coventry Airport,Coventry,United Kingdom,CVT,52.36970139,-1.479719996,267
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937,-2.167220116,101
Cotswold Airport,Pailton,United Kingdom,GBA,51.668095,-2.05694,433
Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027,257
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,50.44060135,-4.995409966,390
RAF Lyneham,Lyneham,United Kingdom,LYE,51.5051,-1.99343,513
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,51.00939941,-2.638819933,75
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,51.83309937,-4.961110115,159
Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181,-3.343329906,220
Swansea Airport,Swansea,United Kingdom,SWS,51.6053009,-4.067830086,299
Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909,622
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909,-2.849720001,80
London Luton Airport,London,United Kingdom,LTN,51.87469864,-0.368333012,526
Plymouth City Airport,Plymouth,United Kingdom,PLH,50.422798,-4.10583,476
Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999878,-1.842499971,38
